,uniqueID,appTitle,userName,date,date_extracted,rating,text,category,contentRating,comment,sentiScore_pos,sentiScore_neg,label_Bug,label_Feature,label_UserExperience,label_Rating,lemmatized_comment,stopwords_removal,stopwords_removal_lemmatization,stemmed,stopwords_removal_nltk,sentiScore,length_words,Predicted_labels
881765,1354787,Kahoot!,kitty's for kids,2018-12-20,2019-04-14,4,we use this in school it's amazing,EDUCATION,Everyone,we use this in school it  s amazing,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  we use this in school it s amazing,  use this school amazing,  use this school amazing,  we use this in school it s amaz,  use school amazing,3,8,Rating
670737,1026042,"Hulu: Stream TV, Movies & more",Jeff Rigsby,2019-03-08,2019-04-07,5,Hulu is awesome! It helped me when I couldn't get a decent TV subscription,ENTERTAINMENT,Teen,Hulu is awesome  It me when I  t get a decent subscription,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Hulu is awesome It me when I t get a decent subscription,  hulu awesome when get decent subscription,  hulu awesome when get decent subscription,  hulu is awesom it me when i t get a decent subscript,  hulu awesome get decent subscription,3,12,Rating
707314,1086362,DisneyNOW â€“ Episodes & Live TV,A Google User,2018-12-19,2019-04-07,5,it was really good for me and all my sisters that me and my sisters still use the app ever single day no joke cooment if you use the app every day and what you favirote sesons is mine is winter and what you faviorte holadiy is mine is christmas and if you have any sistes i have 5 sister and if you have any brothers i have 1 brother or if your a only child pleas and thank merry chrastmas and a happy new year,FAMILY,Everyone,it was really good for me and all my that me and my still use the ever single day no joke if you use the every day and what you is mine is winter and what you is mine is and if you have any i have sister and if you have any i have brother or if your a only child and thank merry and a happy new year,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  it wa really good for me and all my that me and my still use the ever single day no joke if you use the every day and what you is mine is winter and what you is mine is and if you have any i have sister and if you have any i have brother or if your a only child and thank merry and a happy new year,  was really good for all that still use ever single day no joke if use every day what mine winter what mine if have any have sister if have any have brother or if only child thank merry happy new year,  wa really good for all that still use ever single day no joke if use every day what mine winter what mine if have any have sister if have any have brother or if only child thank merry happy new year,  it was realli good for me and all my that me and my still use the ever singl day no joke if you use the everi day and what you is mine is winter and what you is mine is and if you have ani i have sister and if you have ani i have brother or if your a onli child and thank merri and a happi new year,  really good still use ever single day joke use every day mine winter mine sister brother child thank merry happy new year,3,70,Not_Rating
717456,1101905,Super Bino Go - New Games 2019,A Google User,2019-01-22,2019-04-07,4,i like this game,FAMILY,Everyone,i like this game,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  i like this game,  like this game,  like this game,  i like this game,  like game,2,4,Rating
552437,845766,Snowball.io,Keith Edwards,2019-03-24,2019-04-01,5,I like it is fun.,GAME ACTION,Everyone,I like it is fun,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I like it is fun,  like fun,  like fun,  i like it is fun,  like fun,2,5,Rating
587069,896900,"Calm - Meditate, Sleep, Relax",Joe Sills,2019-04-01,2019-04-01,1,says free but not really free.,HEALTH AND FITNESS,Everyone,free but not really free,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  free but not really free,  free but not really free,  free but not really free,  free but not realli free,  free really free,1,5,Rating
63323,93659,Kick the Buddy,Michael Jones,2019-03-01,2019-03-08,5,"it,s so much fun",GAME ACTION,Teen,it  s so much fun,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  it s so much fun,  so much fun,  so much fun,  it s so much fun,  much fun,2,5,Rating
402301,612457,"iHeartRadio - Free Music, Radio & Podcasts",Tony Montgomery,2019-03-05,2019-03-24,5,Great for my non-Nz car stereo with Bluetooth. Voice activation with Google assistant too. Perfect.,MUSIC AND AUDIO,Teen,Great for my non  car stereo with  Voice activation with assistant too  Perfect,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Great for my non car stereo with Voice activation with assistant too Perfect,  great for non car stereo with voice activation with assistant too perfect,  great for non car stereo with voice activation with assistant too perfect,  great for my non car stereo with voic activ with assist too perfect,  great non car stereo voice activation assistant perfect,3,13,Rating
245885,372306,Tubi - Free Movies & TV Shows,Wes Gladding,2019-03-11,2019-03-24,5,1 out of 10 it's a 10,ENTERTAINMENT,Teen,out of it  s a,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  out of it s a,  of,  of,  out of it s a, ,1,5,Rating
534473,814390,TurboTax Tax Return App â€“ Max Refund Guaranteed,Bria Haff,2019-02-08,2019-04-01,5,so easy and convient,FINANCE,Everyone,so easy and,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  so easy and,  so easy,  so easy,  so easi and,  easy,1,3,Rating
845695,1301184,Pandora Music,A Google User,2019-04-01,2019-04-07,1,"I've reached a point of much disappointment with Pandora. They Have changed their ways. When I searched for a particular artist and a favorite song they sang, Pandora "" would not"" let me have my selection ( I had this particular song in my Playlist "" before Pandora manipulated in their control AND deleted the song from my Playlist) and they would continuously bring up the song by other artists. This behavior is not acceptable to me!! UNSUBSRIBED!! Judy L",MUSIC AND AUDIO,Teen,I  a point of much disappointment with Pandora  They Have their ways  When I for a particular artist and a favorite song they sang  Pandora  would not  let me have my selection  I had this particular song in my  before Pandora in their control AND the song from my  and they would continuously bring up the song by other  This behavior is not acceptable to me   L,2,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  I a point of much disappointment with Pandora They Have their way When I for a particular artist and a favorite song they sang Pandora would not let me have my selection I had this particular song in my before Pandora in their control AND the song from my and they would continuously bring up the song by other This behavior is not acceptable to me L,  point of much disappointment with pandora have ways when for particular artist favorite song sang pandora would not let have selection had this particular song before pandora control song from would continuously bring song by other this behavior not acceptable to l,  point of much disappointment with pandora have way when for particular artist favorite song sang pandora would not let have selection had this particular song before pandora control song from would continuously bring song by other this behavior not acceptable to l,  i a point of much disappoint with pandora they have their way when i for a particular artist and a favorit song they sang pandora would not let me have my select i had this particular song in my befor pandora in their control and the song from my and they would continu bring up the song by other this behavior is not accept to me l,  point much disappointment pandora ways particular artist favorite song sang pandora would let selection particular song pandora control song would continuously bring song behavior acceptable l,2,67,Rating
604530,924953,The PCH App,Tammy Pritchett,2019-03-23,2019-04-01,5,I love entering the different sweepstakes hope to be one of pch's all- time winners and playing the games are awesome and fun I was a pch (vip) player until my inter net service was disconnected and my electronic devices run very slow because of limited phone data hope to be back on track soon hate to miss out on pch wondreful oppurtunity to win it big $$$,LIFESTYLE,Everyone,I love entering the different hope to be one of  s all  time and the are awesome and fun I was a   player until my inter net service was disconnected and my electronic run very slow because of limited phone data hope to be back on track soon hate to miss out on to win it big,3,-4,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I love entering the different hope to be one of s all time and the are awesome and fun I wa a player until my inter net service wa disconnected and my electronic run very slow because of limited phone data hope to be back on track soon hate to miss out on to win it big,  love entering different hope to be one of all time awesome fun was player until inter net service was disconnected electronic run very slow because of limited phone data hope to be back track soon hate to miss to win big,  love entering different hope to be one of all time awesome fun wa player until inter net service wa disconnected electronic run very slow because of limited phone data hope to be back track soon hate to miss to win big,  i love enter the differ hope to be one of s all time and the are awesom and fun i was a player until my inter net servic was disconnect and my electron run veri slow becaus of limit phone data hope to be back on track soon hate to miss out on to win it big,  love entering different hope one time awesome fun player inter net service disconnected electronic run slow limited phone data hope back track soon hate miss win big,-4,57,Not_Rating
